index,Casco ID,Makelaarsnaam,Plaats,Provincie,Postcode,Huisnr.,Contactpersoon,Emailadres,Branche,KA,Datum akkoord,Maand akkoord,Zelf aangemeld?,Bron,Accountmanager Auto-fill,Gekoppeld door,KA gekoppeld,Aanbod online,Huislijn uitgesloten,Uitbehandeld RB, Agent Pages status,Akkoord AV,RB contactmoment,Linkje gevraagd?,Linkjes actief,Datum link online,Link vermelding,Link bestemming,OPMERKINGEN
482,51145,Buiten Makelaars,Beuningen (GLD),Gelderland,6663MA,110,Onbekend - geen aanmelding,info@buiten.nu,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,Ja JH,29-06-2017,https://www.buiten.nu/,https://www.pararius.nl/koopwoningen/nijmegen,
483,56721,Eveline Deken Makelaar o.g.,Amstelveen,Noord-Holland,1083HN,124-128,Eveline E. Deken,info@evelinedeken.nl,NVM,Goes&Roos,07-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
484,53249,VRM-OG / Van Roijen Makelaardij o.g. B.V.,Amsterdam,Noord-Holland,1071RK,43,Boud van Roijen,info@vrm-og.nl,NVM,Goes&Roos,07-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
485,51605,Rotsvast Utrecht,Utrecht,Utrecht,3581KW,84,Reekers,r.reekers@rotsvast.nl,NVM,Pararius Office,07-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
486,59024,Regio Vastgoedmakelaars,Delfstrahuizen,Friesland,8508RA,25,R. Reekers,info@regiovastgoedmakelaars.nl,Onafhankelijk,Pararius Office,07-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,,,,,,niet in casco?
487,49429,Van Veldhuizen Makelaardij,Leende,Noord-Brabant,5595CC,25,Onbekend - geen aanmelding,info@vanveldhuizenmakelaardij.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,
488,49927,Mutters Makelaardij Leerdam,Leerdam,Zuid-Holland,4141AR,nan,Onbekend - geen aanmelding,info@muttersmakelaardij.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,huislijn uitgesloten
489,49857,Vonder Makelaardij,Den Oever,Noord-Holland,1779AD,28,Onbekend - geen aanmelding,info@vondermakelaardij.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,
490,53010,Lighthouse Property Services,Heemstede,Noord-Holland,2106DD,21,Onbekend - geen aanmelding,info@lighthouseproperty.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
491,51651,FactorNoord Makelaars & Taxateurs,Dokkum,Friesland,9103PS,54,Jacob Dijkstra,jacob@factornoord.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,huislijn uitgesloten
492,49795,Van meerendonk makelaardij,Sluiskil,Zeeland,4541EA,18,Onbekend - geen aanmelding,info@van-meerendonk.nl,VBO,Venum,07-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,
493,57814,DNA Makelaars,Almere,Flevoland,1322AS,86,EA Huijgen-Boll,ea@dna-makelaars.nl,NVM,Realworks,07-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
494,56413,Peters & van der Vloodt,Amsterdam,Noord-Holland,1078KL,24 B,Kiki Elkabas,kiki@pvdv.nl,NVM,Realworks,07-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
495,55376,Bruynen Makelaardij & Taxaties,Baarlo (LB),Limburg,5991MA,13,Jean Bruynen,info@bruynenmakelaardij.nl,VBO,Venum,08-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja geen aanbod,Ja,Ja actief en compleet,,Ja,,Ja,Ja JH,9-6-2017,https://www.bruynenmakelaardij.nl/,https://www.pararius.nl/koopwoningen/baarlo-li,huislijn uitgesloten
496,55535,Caron & Co,Amsterdam,Noord-Holland,1017LW,112 A,Jaap van Veen,jaap@caron-co.nl,NVM,Goes&Roos,08-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,26-06,http://www.caron-co.nl/,www.pararius.nl/koopwoningen/amsterdam,
497,60072,Villex Wonen B.V.,Barendrecht,Zuid-Holland,2992XC,46,Jessica Blom,info@villexwonen.nl,VBO,Venum,08-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,huislijn uitgesloten - meer venum objecten bij ons dan op hun eigen site
498,56444,Atrium Makelaars,Den Haag,Zuid-Holland,2582AX,33,Claudio van Aalst,info@atrium-makelaars.nl,NVM,Venum,08-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
499,57942,Flevo Makelaars BV,Almere,Flevoland,1334KG,nan,Hans van Dijk,info@flevomakelaars.nl,VBO,Venum,08-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
500,55428,Makelaardij van de Laar,Sint Oedenrode,Noord-Brabant,5492BM,71,R. van de Laar,info@vdlaar.nl,VBO,Realworks,08-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja geen aanbod,Nee,Ja nog niet compleet,,Ja,,Ja,Ja JH,9-6-2017,http://www.vdlaar.nl/,https://www.pararius.nl/,
501,53909,Bon & Breed Makelaardij,Velserbroek,Noord-Holland,1991PK,nan,Sharon Schreur,info@bon.nl,NVM,Realworks,08-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja gedeeltelijk,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,12-06,https://www.bon.nl/,https://www.pararius.nl/,
502,56790,F. Vermeulen makelaardij & taxatie,Bergen op Zoom,Noord-Brabant,4611HH,nan,Fauve Vermeulen,info@fvermeulenmakelaardij.nl,VBO,Venum,09-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,Ja JH,9-6-2017,https://www.fvermeulenmakelaardij.nl/,https://www.pararius.nl/koopwoningen/bergen-op-zoom,huislijn uitgesloten
503,49586,Wiericx & Geerdink makelaars,Bergen op Zoom,Noord-Brabant,4614CK,36,,info@wiericx-geerdink.nl,VBO,Venum,09-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,Ja JH,9-6-2017,https://www.wiericx-geerdink.nl/16-81d5/website-links/makelaar-bergen-op-zoom-woning-verkopen-taxateur-vastgoed-onroerend-goed,https://www.pararius.nl/koopwoningen/,
504,56381,MeerHuis voor uw Makelaardij,Gorinchem,Zuid-Holland,4201AK,nan,Wobbe,info@meerhuis.com,VBO,Venum,09-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,,,,,
505,56013,HuisMarct Makelaars,Oirschot,Noord-Brabant,5688ER,86,Marc van Kroonenburg,marc@huismarct.nl,VBO,Realworks,09-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Nee,Ja actief en compleet,,Ja,,Nee,,,,,
506,49824,Kooy Makelaars Soesterberg BV,Soesterberg,Utrecht,3769LA,135,P.J. Truggelaar,info@kooymakelaars.nl,NVM,Realworks,10-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja gedeeltelijk,Ja,Ja nog niet compleet,,Ja,,,,,,,aanbod dat online staat komt via huislijn
507,56219,Stienstra,Heerlen,Limburg,6411BW,56,Suzanne Maessen,suzanne@andersorganiseren.nl,Onafhankelijk,Direct,12-06-2017,jun.-2017,Nee,Mailing,Jelle,Jelle,✓ Directe XML (niet via KA),Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,
508,50538,Una Vastgoed,Oss,Noord-Brabant,5349AB,66,Frank Bayens,info@unavastgoed.nl,Onafhankelijk,Estate Ware,12-06-2017,jun.-2017,Nee,Mailing,Jelle,Jelle,✓ Directe XML (niet via KA),Ja compleet,Ja,Ja actief en compleet,,,,Nee,,,,,
509,49161,Veghtstaete Dalfsen,Dalfsen,Overijssel,7722MB,17,Harco Offereins,info@veghtstaete.nl,NVM,Realworks,12-06-2017,jun.-2017,Ja,Mailing,Philip,Jelle,✓,Ja compleet,Nee,Ja actief en compleet,,Ja,,Ja,Ja JH,12-6-2017,http://www.veghtstaete.nl/,https://www.pararius.nl/koopwoningen/,
510,57427,Duinstra Makelaardij,Leeuwarden,Friesland,9061AA,3E,Remco Duinstra,info@duinstra-makelaardij.nl,VastgoedPRo,Realworks,12-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,,,,,,aanbod dat online staat komt via huislijn
511,52543,Amsterdam@home Makelaars,Amsterdam,Noord-Holland,1017SE,143 huis,D.S. Helmer,info@amsterdam-athome.nl,NVM,Realworks,12-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,,,,,,aanbod dat online staat komt via huislijn
512,49845,Kramer Makelaardij,Maastricht,Limburg,6221BN,29,Jochem Hesemans,info@kramerbv.net,Onafhankelijk,Venum,13-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JH,20-6-2017,https://www.kramerbv.net/,https://www.pararius.nl/koopwoningen/maastricht,"Link gaat ze plaatsen, direct aan Venum doorgegeven"
513,50610,D1 Makelaars,Zevenbergen,Noord-Brabant,4761CG,8a,A. Raats,a.raats@d1-makelaars.nl,VBO,Venum,13-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,Ja JH,19-6-2017,https://www.d1makelaars.nl/,https://www.pararius.nl/koopwoningen/zevenbergen,
514,56409,Maxx Aanhuurmakelaars Leeuwarden,Leeuwarden,Friesland,8911AG,19,de Jong,info@maxxleeuwarden.nl,Onafhankelijk,Anders,13-06-2017,jun.-2017,Ja,Mailing,JP,JP,IAV,IAV,,,,Ja,,,,,,,
515,52315,Casa Haarlem Makelaardij Vastgoed,Haarlem,Noord-Holland,2021HZ,nan,Tamer Yuksel,t.yuksel@casahaarlem.nl,Onafhankelijk,Anders,13-06-2017,jun.-2017,Ja,Mailing,JP,JP,x,Nee,Nee,Ja nog niet actief,,Ja,,,,,,,
516,50287,Ideaal Housing & Makelaars B.V.,Rotterdam,Zuid-Holland,3038AL,113C,Alex Agullo Thonud,info@ideaalhousing.nl,Onafhankelijk,Pararius Office,13-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,
517,51821,"Veni Vendi, (bere)kent de echte waarde",Berkel en Rodenrijs,Zuid-Holland,2651DE,15,Astrid Weps,info@venivendi.nl,VBO,Venum,13-06-2017,jun.-2017,Ja,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Verstuurd,Ja,,Ja,,,,,aanbod dat online staat komt via huislijn - is het wel compleet?
518,52734,De Bruyn en Tak NVM Makelaardij B.V.,Voorburg,Zuid-Holland,2271AE,53,Iris Zecevic,iris@debruynentak.nl,NVM,Realworks,13-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja gedeeltelijk,Nee,Ja nog niet compleet,,Ja,,Ja,,,,,
519,49222,Duttendael NVM Makelaardij,Den Haag,Zuid-Holland,2597NS,15,Micheline Gyomorei,info@duttendael.nl,NVM,Realworks,13-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja nog niet compleet,,Ja,,Nee,,,,,
520,57926,Thuiz Makelaardij,Chaam,Noord-Brabant,4861BM,nan,Benthe,info@thuiz-makelaardij.nl,VBO,Venum,14-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,,,,,
521,55357,Ameo,Amsterdam,Noord-Holland,1078NG,54,Erwiena,Erwiena@ameo.nl,NVM,Goes&Roos,15-06-2017,jun.-2017,Ja,Sales,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,15-06-2017,http://www.ameo.nl/,www.pararius.nl/koopwoningen/amsterdam,
522,55875,Burger Elkerbout Makelaars en Taxateurs o.z. B.V.,Amsterdam,Noord-Holland,1091CV,66 hs,Martin Burger,info@burgerelkerbout.nl,NVM,Goes&Roos,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,27-06-2017,http://www.burgerelkerbout.nl/,https://www.pararius.nl/koopwoningen/amsterdam,
523,55751,Floberg Makelaardij,Huizen,Noord-Holland,1271CE,12,Tessa,tessa@floberg.nl,NVM,Goes&Roos,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,15-08-2017,http://www.floberg.nl/,http://www.pararius.nl/koopwoningen/huizen,
524,56988,Hoofdstad Makelaars,Amsterdam,Noord-Holland,1071TM,14 II,Maarten Blesgraaf,info@hoofdstadmakelaars.nl,NVM,Goes&Roos,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,15-06-2017,http://www.hoofdstadmakelaars.nl/,www.pararius.nl,
525,56688,Toon Makelaardij,Moergestel,Noord-Brabant,5014HN,11,Dhr Toon,info@toonmakelaardij.nl,VBO,Goes&Roos,15-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,Ja,Ja JH,21-6-2017,http://www.toonmakelaardij.nl/,https://www.pararius.nl/koopwoningen/tilburg,
526,53476,Smart Wonen,Hengelo (OV),Overijssel,7512EB,nan,Keskin,u.keskin@smart-wonen.nl,Onafhankelijk,Anders,15-06-2017,jun.-2017,Ja,Mailing,Philip,Jelle,✓ Directe XML (niet via KA),Ja compleet,Ja,Ja actief en compleet,,Ja,,Nee,,,,,venum en huislijn uitgesloten
527,48843,Staal Makelaars,Made,Noord-Brabant,4921PJ,40,Anouk,info@staalmakelaars.nl,VBO,Venum,15-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,,,,,
528,49019,Roland Jansen makelaars,Rijen,Noord-Brabant,5121JC,97,Ellen Raats,info@rolandjansenmakelaars.nl,VBO,Venum,15-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,,,,,
529,55987,Daan Hoefnagel Makelaardij,Veldhoven,Noord-Brabant,5507NV,68,Daan Hoefnagel,info@daanhoefnagelmakelaardij.nl,VBO,Venum,15-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,,,,,
530,49519,Maasland Makelaardij,Maasbracht,Limburg,6051CS,31,Steffen Frusch,s.frusch@maaslandonline.nl,VBO,Venum,15-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,,,,,
531,52874,Boshem Wonen,Bussum,Noord-Holland,1402PL,18-A,J. Balk,info@boshem.nl,VBO,Venum,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Nee,Ja actief en compleet,Aangemeld,Ja,,Nee,,,,,Hebben al huurlink
532,49053,Woonstaat,IJsselmuiden,Overijssel,8271KK,48,Paulien Diender-Sellis,info@woonstaat.nl,VBO,Venum,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Nee,,,,,
533,49180,Pennings OZ,Rosmalen,Noord-Brabant,5241CR,14,Robin,info@pennigsoz.nl,VBO,Venum,15-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,
534,48985,Van de Kasteele Makelaardij,St. Willebrord,Noord-Brabant,4711NJ,92,M.J. van de Kasteele,info@vandekasteele.com,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JH,8-12-2017,http://www.vandekasteele.com/,https://www.pararius.nl/,
535,54635,Spaland NVM Makelaars,Maassluis,Zuid-Holland,3142CL,149,A.J. Klaassen,info@spalandmakelaars.nl,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,04-12-2017,http://www.spalandmakelaars.nl/nl/home,https://www.pararius.nl/koopwoningen/maassluis,
536,53116,Willemspark o.g.,Amsterdam,Noord-Holland,1071KD,nan,Roos Harteveld,info@willemspark.nl,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,Ja JP,27-06,http://www.willemspark.nl/,www.pararius.nl ,Nog verkeerde logo + URL
537,52526,Digimakelaars.nl,Oss,Noord-Brabant,5341HE,70 A,Theo Heus,info@digimakelaars.nl,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,Ja,,Ja,,,,,
538,53363,Woonregisseurs NVM Makelaars,Oss,Noord-Brabant,5341HE,70 A,Theo Heus,info@woonregisseurs.nl,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,,,,,
539,57954,Zuiver Makelaars,Haarlem,Noord-Holland,2021CW,177,Jasper van Otterlo,jasper@zuiver-makelaars.nl,NVM,Realworks,15-06-2017,jun.-2017,Ja,Mailing,JP,JP,✓,Ja geen aanbod,Ja,Ja actief en compleet,,Ja,,,,,,,
540,49639,Aliances vastgoed,Utrecht,Utrecht,3502KB,7050,,info@alliancesmakelaardij.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JH,18-08-2017,http://www.alliancesmakelaardij.nl/,https://www.pararius.nl/woning-verhuren/utrecht/alliances-makelaardij/huurwoningen,
541,50283,Eugene Schreinemachers,Venlo,Limburg,5911EC,15,Eugene,info@eugeneschreinemachers.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JH,27-07-2017,https://www.eugeneschreinemachers.nl/,https://www.pararius.nl/koopwoningen/venlo,huislijn uitgesloten
542,49756,Zopfi Makelaardij,Made,Noord-Brabant,4921DC,9e,Anton Zopfi,info@zopfi-makelaardij.nl,Onafhankelijk,Venum,16-06-2017,jun.-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JH,22-08-2017,https://www.vijverhofmakelaars.nl/,https://www.pararius.nl/koopwoningen/vught,huislijn uitgesloten
543,51736,RV Estate,Amsterdam,Noord-Holland,1357BB,28,Victor Telgenkamp,algemeen@rvestate.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Beurs,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JP,08-12-2017,https://www.rvestate.nl/,https://www.pararius.nl/,
544,53533,4EASYMOVING Makelaardij,Elim,Drenthe,7916VK,104,F.P. van Osch,info@4easymoving.nl,VBO,Venum,16-06-2017,jun.-2017,Ja,Mailing,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,Ja JP,12-12-2017,https://www.4easymoving.nl/,https://www.pararius.nl/koopwoningen/hoogeveen,
545,48830,Macom Makelaarsteam,Etten Leur,Noord-Brabant,4871KB,8a,Harold vd Valk,info@makelaarsteam.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,
546,50292,Makelaardij Peter de Wolf,Zwolle,Overijssel,8043VV,542,Peter de Wolf,info@makelaardijpeterdewolf.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Sales,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,huislijn uitgesloten
547,49642,De Groot vastgoed Adviseurs,Uitgeest,Noord-Holland,1911HP,25-33,Martin,vastgoed@degroot-uitgeest.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja DvD,13-7-2018,https://www.degroot-uitgeest.nl/16-3a20/website-links/links,https://www.pararius.nl/,huislijn uitgesloten
548,49605,Gouwestad Makelaardij,Waddinxveen,Zuid-Holland,2743CP,198,Peter de Joode,info@gouwestadmakelaardij.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Beurs,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,
549,50173,Vijverhof Makelaars,Vught,Noord-Brabant,5262CW,nan,,vijverhofmakelaars@home.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JH,22-8-2017,https://www.vijverhofmakelaars.nl/,https://www.pararius.nl/koopwoningen/vught,huislijn uitgesloten
550,57823,Boswoningen,Heinkenszand,Zeeland,4451CM,12,,info@boswoningen.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,huislijn uitgesloten - we hebben meer venum aanbod dan zij zelf hebben
551,51554,PSG Wonen,Den Haag,Zuid-Holland,2496HA,45,,info@psg-wonen.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,JP,JP,✓,Ja geen aanbod,Nee,Ja nog niet actief,,,,,,,,,
552,57414,Househunting 0297,Aalsmeer,Noord-Holland,1433PG,59,,hpollemans@househunting.nl,Onafhankelijk,Venum,16-06-2017,jun.-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,huislijn uitgesloten
553,56648,Re/max Wittstaete,Dordrecht,Zuid-Holland,3311KG,29,,wittstaete@remax.nl,VBO,Venum,16-06-2017,jun.-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja geen aanbod,Nee,Ja nog niet actief,,,,Nee,,,,,
554,55382,Avenir Vastgoed,Den Haag,Zuid-Holland,2514LJ,951,Roos Ouderdorp,info@avenirvastgoed.com,VBO,Realworks,16-06-2017,jun.-2017,Nee,Sales,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Nee,,,,,huislijn uitgesloten
555,50602,de Boer Makelaardij,Soest,Utrecht,3763WG,41,Walter C. de Boer,info@deboer-makelaardij.nl,NVM,Realworks,16-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Nee,,,,,
556,49563,Van Gassen Vastgoed,Ossenisse,Zeeland,4589RW,12,R van Gassen,info@vangassenvastgoed.nl,VBO,Venum,17-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,Ja JH,26-6-2017,http://www.vangassenvastgoed.nl/woning-verkopen,https://www.pararius.nl/,huislijn uitgesloten
557,51520,Theo Keijzers Makelaardij,Helmond,Noord-Brabant,5704CD,nan,Theo Keijzers,info@theo-keijzers.nl,NVM,Realworks,18-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja gedeeltelijk,Nee,Ja nog niet compleet,Aangemeld,Ja,,Ja,Ja JH,19-6-2017,http://www.theo-keijzers.nl/,https://www.pararius.nl/koopwoningen/helmond,aanbod komt voornamelijk binnen via huislijn
558,53797,Steur Makelaars o.g. B.V.,Volendam,Noord-Holland,1131DG,73,Erik Kwakman,info@steur.nl,NVM,Goes&Roos,19-06-2017,jun.-2017,Ja,Mailing,JP,JP,x,Nee,Nee,Ja nog niet actief,,Ja,,,,,,,aanbod komt binnen via huislijn
559,50203,Wouters Makelaardij B.V.,Schijndel,Noord-Brabant,5481aa,23,Dhr Wouters,info@woutersmakelaardij.nl,VBO,Venum,19-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,,,,,,
560,57944,Bighelaardij,Den Bosch,Noord-Brabant,5221GR,38,JJWM Van den Bighelaar,info@bighelaardij.nl,VBO,Venum,19-06-2017,jun.-2017,Ja,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,,,,,nav bellijst VBO Brabant
561,51699,Lavrijsen Makelaardij,Reusel,Noord-Brabant,5541PG,nan,Jan Lavrijsen,info@registermakelaar.nl,VBO,Venum,19-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,,,,,Link niet mogelijk vanaf zijn custom website
562,58004,KOMWONEN,Rosmalen,Noord-Brabant,5245BH,nan,Kasper Vermeulen,info@kom-wonen.nl,NVM,Realworks,19-06-2017,jun.-2017,Ja,Mailing,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,Ja JH,26-6-2017,http://www.kom-wonen.nl/,https://www.pararius.nl/koopwoningen/rosmalen,huislijn & venum uitgesloten
563,49298,MA/COM,Eindhoven,Noord-Brabant,5624NR,29,Hans Goosen,hansgoosen@macom.nu,VBO,Venum,20-06-2017,jun.-2017,Nee,Sales,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,,,Ja,Ja JH,06-07-2017,http://www.macom.nu/,https://www.pararius.nl/koopwoningen,zelfde als: lijn 170 Macom Makelaarsteam
564,58013,Kromhout Makelaardij,Noordwijk (zh),Zuid-Holland,2201CZ,53,Etienne Kromhout,info@kromhoutmakelaardij.nl,NVM,Goes&Roos,20-06-2017,jun.-2017,Ja,Sales,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,Aangemeld,Ja,,Ja,Ja JP,21-06-17,http://www.kromhoutmakelaardij.nl/,https://www.pararius.nl/,
